customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_000063,Male,0,No,Yes,3,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,67.3215029918105,4944.417119078661,Yes
CUST_000064,Male,0,No,Yes,14,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer,117.12962274285455,2554.262771572611,No
CUST_000065,Female,0,No,Yes,60,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.236629822860266,1051.3941793310973,Yes
CUST_000066,Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,57.157310851620004,2437.627072879635,No
CUST_000067,Male,0,Yes,Yes,34,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,39.503023178915434,4345.434134671639,No
CUST_000068,Female,1,No,No,45,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,31.432311411912522,206.85328630953842,No
CUST_000069,Female,0,No,No,61,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,94.03047907559818,3429.8151836257152,Yes
CUST_000070,Female,0,Yes,Yes,16,Yes,No,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,97.00304687015165,2785.0422042902474,No
CUST_000071,Female,0,No,Yes,66,Yes,No,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,116.90129635029999,930.8341724136641,Yes
CUST_000072,Male,0,Yes,Yes,40,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,One year,Yes,Credit card,97.3418210905363,4105.634552594111,No
CUST_000073,Female,0,Yes,Yes,17,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.33524940335987,1907.5346496326276,Yes
CUST_000074,Male,1,Yes,No,34,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,One year,Yes,Credit card,24.011657828851547,1539.6299411959865,No
CUST_000075,Female,1,No,Yes,16,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,118.54373843696602,4157.813440098815,Yes
CUST_000076,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,54.04506955436057,3228.7727263391566,Yes
CUST_000077,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card,51.197154243242075,4501.46951000664,No
CUST_000078,Male,0,Yes,No,66,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,110.59552097493825,3186.430147988877,Yes
CUST_000079,Female,0,Yes,Yes,13,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Bank transfer,78.50998985449861,3730.006523867365,No
CUST_000080,Male,0,Yes,Yes,56,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No internet service,One year,Yes,Mailed check,41.48711738491346,4198.584891672103,Yes
CUST_000081,Female,1,Yes,No,31,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,No,Mailed check,108.90962427162395,368.2242159586909,No
CUST_000082,Male,0,No,Yes,34,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,119.33608550547433,3902.6398984599637,No
CUST_000083,Female,0,Yes,Yes,39,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,28.667856115083072,3107.161761062926,Yes
CUST_000084,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,106.22516283024872,440.5882029244468,No
CUST_000085,Male,0,Yes,No,8,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,59.0515697684394,2592.0318171567037,No
CUST_000086,Female,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,72.40724465067044,504.044582121374,Yes
CUST_000087,Male,0,No,Yes,27,No,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,111.48159757649807,3706.1412884437896,Yes
CUST_000088,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,117.33791957751173,2777.858398099627,No
CUST_000089,Female,0,No,No,39,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,46.21639104087994,4772.510333320257,No
CUST_000090,Female,0,No,No,65,Yes,No,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer,41.28507709599138,997.3633207016723,No
CUST_000091,Female,0,No,Yes,17,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,28.051655859151186,3069.5639173498544,No
CUST_000092,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer,76.1797852662138,1136.7524593954076,No
CUST_000093,Female,0,No,Yes,53,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,21.36043954506683,3108.918425164252,Yes
CUST_000094,Female,1,Yes,No,13,No,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,61.18982976099366,3640.983541568197,No
CUST_000095,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,No,Credit card,27.338401665200855,3639.291213714739,No
CUST_000096,Female,0,No,Yes,19,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,60.522578292933396,4093.8625543447884,No
CUST_000097,Female,0,Yes,No,53,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,23.993218926560928,4282.396116995752,No
CUST_000098,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card,103.52172606087689,478.63145870916753,No
CUST_000099,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,40.973899393856584,1782.00906965478,No
CUST_000100,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,Yes,No,No,No,One year,Yes,Mailed check,52.8308710357912,3466.900349763048,No
CUST_000101,Female,0,Yes,No,31,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,107.0047996606392,2543.0728082169394,Yes
CUST_000102,Female,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,94.6266061332205,1034.3121390984784,Yes
CUST_000103,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,41.90383616420585,2808.27689381682,No
CUST_000104,Female,0,No,Yes,32,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,27.189941865749603,2096.4346985541047,No
CUST_000105,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,91.56737768553396,2011.187560506095,Yes
CUST_000106,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer,59.07025506881093,4067.7932154347527,No
CUST_000107,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,96.60799991182212,2097.231835777688,No
CUST_000108,Female,0,Yes,No,52,Yes,Yes,No,Yes,No internet service,No,No,No,No,One year,No,Electronic check,64.52947723752104,229.62707685407838,Yes
CUST_000109,Male,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,54.60024129722764,384.51036056634723,Yes
CUST_000110,Female,0,Yes,No,32,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,No,Electronic check,65.12054082123964,4295.59580428894,No
CUST_000111,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,94.85589856706767,4806.943969061354,No
CUST_000112,Female,0,No,No,50,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,110.22202865403742,3473.2057486329672,No
CUST_000113,Female,0,No,No,28,No,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.976719658857554,1885.404641090393,No
CUST_000114,Male,1,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card,72.4111541226955,4699.141547394164,No
CUST_000115,Female,1,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,23.28354290838776,3347.7351232411056,Yes
CUST_000116,Male,0,Yes,Yes,22,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Two year,No,Credit card,66.84095450243586,4237.234391076755,No
CUST_000117,Female,0,No,Yes,30,No,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,One year,Yes,Mailed check,108.52828290969003,3852.6762897813455,No
CUST_000118,Female,1,No,No,63,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Two year,No,Bank transfer,56.159026642030966,1957.7826472857028,No
CUST_000119,Male,0,No,No,4,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,113.24504210806433,2445.640784168849,Yes
CUST_000120,Female,0,No,No,59,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,83.06084716506095,1012.0475564036875,Yes
CUST_000121,Male,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card,113.41553437930064,1530.869092159597,No
CUST_000122,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,Two year,No,Bank transfer,95.71666254125196,3912.8157403039563,No
CUST_000123,Male,0,Yes,No,31,No,Yes,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,30.34351666487623,4480.49412022723,No
CUST_000124,Male,0,Yes,No,34,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,One year,No,Bank transfer,43.1151367562677,3649.8560739319178,No
CUST_000125,Female,0,No,Yes,49,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer,59.41704545835062,2379.351113617528,No
CUST_000126,Female,0,No,No,57,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card,37.0106882012076,523.8954178047629,No
CUST_000127,Male,0,No,Yes,26,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,69.49116047766606,379.04494862239625,No
CUST_000128,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,67.13681557014905,1934.1952666029838,No
CUST_000129,Female,0,No,Yes,38,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,115.62591980273812,2372.726421961549,No
CUST_000130,Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,63.37278828959777,3084.691048845155,Yes
CUST_000131,Male,1,Yes,Yes,8,Yes,No phone service,No,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card,98.56268042879978,131.7986547962863,Yes
CUST_000132,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,114.19105448514799,4949.6421632849015,No
CUST_000133,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,107.69888309739855,1883.3005286798102,No
CUST_000134,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,40.86676245115918,4255.663852625495,No
CUST_000135,Male,0,Yes,Yes,44,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,69.60298942535442,2721.3368577604815,No
CUST_000136,Male,0,No,No,64,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Electronic check,54.77397822959257,739.1533272133978,No
CUST_000137,Male,0,No,No,29,No,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,59.98586951372155,4008.0712074191574,No
CUST_000138,Male,0,Yes,Yes,28,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,56.080682624575125,3578.1526671073925,No
CUST_000139,Male,0,Yes,No,11,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,102.63592101750041,2684.436816153217,Yes
CUST_000140,Female,0,No,No,65,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,65.21390551224474,2621.310147535522,No
CUST_000141,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card,72.36943322446882,528.6500681795475,No
CUST_000142,Female,0,Yes,No,9,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer,118.24473570470747,3313.6598480119833,No
CUST_000143,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.997927219151645,4565.101263196068,No
CUST_000144,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,68.79576397907488,556.9001041846559,Yes
CUST_000145,Male,1,No,No,44,Yes,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Credit card,97.4061706946116,1391.2061081796342,No
CUST_000146,Male,0,No,Yes,68,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,35.11619581882265,4521.309069866284,No
CUST_000147,Male,0,Yes,Yes,15,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,81.1531594614774,1493.285158116987,No
CUST_000148,Male,0,Yes,No,51,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Credit card,43.946477953446674,3304.323993681639,No
CUST_000149,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,106.74041132245675,2720.6090082214064,No
CUST_000150,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,52.709966540007926,3022.005264518924,No
CUST_000151,Male,0,No,No,70,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card,52.90628169009096,2137.36561772854,Yes
CUST_000152,Male,0,No,Yes,56,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,79.81938785178934,1569.9582057131845,No
CUST_000153,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,38.356290811990874,337.8139085753779,No
CUST_000154,Male,0,Yes,Yes,37,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Credit card,48.488863890306106,3746.9766025414046,No
CUST_000155,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer,61.66318501194115,3755.8579647517113,No
CUST_000156,Male,0,No,No,58,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,55.36378631401104,3386.556126385744,No
